"x1","x2","y"
0.568928884039633,0.379569493792951,0.467753075712819
0.18660102779977,0.494717022636905,0.279564876062655
0.349270526971668,0.00457207087893039,0.122010804843189
0.67510288793128,0.678426259965636,0.916026099504115
0.543882097140886,0.577186718652956,0.628952243779735
0.00762512839864939,0.678681322187185,0.460666479668842
0.171075740619563,0.475367443519644,0.255241115386934
0.501409585680813,0.617229805304669,0.632384205169043
0.272046431154013,0.353274408332072,0.198812068286011
0.118480070540681,0.000160365598276258,0.01403755283245
0.349203569465317,0.358844743366353,0.250712682768982
0.136445473460481,0.606410271930508,0.386350785130688
0.325005866866559,0.277682251972146,0.182736246558006
0.558577250200324,0.170769114000723,0.341170634737947
0.42559386130888,0.316620756778866,0.281378838407024
0.332139352266677,0.294874303019606,0.197267403905426
0.667843906977214,0.592821948719211,0.797453346969832
0.0219233440468088,0.66003575513605,0.436127831072211
0.621118589490652,0.23573358473368,0.441358625182248
0.517393345548771,0.197241305210628,0.306600006499342
0.0431057661073282,0.0751987841678783,0.00751296421202684
0.192955326591618,0.284400917147286,0.118115639734296
0.34778616069816,0.663772564334795,0.561549230736756
0.123175931209698,0.392230288754217,0.169016909445593
0.572813578695059,0.21388171131257,0.373860782371434
0.411420076782815,0.538838832709007,0.459613767215183
0.31900493777357,0.516841890802607,0.368889690412333
0.479517814726569,0.435486136493273,0.419585509717982
0.521819847100414,0.341684485273436,0.389044240304472
0.124796956614591,0.488153729308397,0.253868343817959
0.62987365834415,0.214237334881909,0.442638461133146
0.220944363507442,0.103615782014094,0.059552642048101
0.191431070282124,0.695647582807578,0.520571414135386
0.664594315504655,0.555538743664511,0.750308899913444
0.165446671471,0.57243697126396,0.355056687170689
0.59240633379668,0.469304766785353,0.571192228449878
0.00332592481281608,0.696161285345443,0.484651596989679
0.319305562111549,0.344996700412594,0.220978765290949
0.53408592690248,0.418372655869462,0.460283456494549
0.265035777864978,0.37344420789741,0.209704539960618
0.126366169564426,0.642793412739411,0.429151780271564
0.627952588489279,0.653086283616722,0.820846147238687
0.0306934115942568,0.608578097331338,0.371309386066725
0.684116512676701,0.623563243937679,0.856846522107012
0.245080582005903,0.076845408254303,0.0659697084461227
0.216801643138751,0.0562321166042238,0.0501650034054535
0.611092281132005,0.521795757301152,0.6457045883966
0.151457248954102,0.014184843795374,0.0231405080542441
0.157917022006586,0.128041504137218,0.0413324126211498
0.545269509009086,0.491237161355093,0.538632786151219
0.264180030068383,0.606122888531536,0.437176044288744
0.4659087871667,0.579093985608779,0.552420842127406
0.0255047994898632,0.594377713417634,0.353935361004594
0.0782538737403229,0.507405254710466,0.263583761263159
0.294099635723978,0.195162214734592,0.124582885793088
0.607458967436105,0.543545174878091,0.664447754251793
0.50511095977854,0.160040486464277,0.28075003899612
0.667694450868294,0.107993458234705,0.457478466741803
0.462718040635809,0.0506656853016466,0.216674996796928
0.225268491194583,0.317884113197215,0.151796202548264
0.23236959266942,0.131389733450487,0.0712588896535422
0.485664407513104,0.311729689803906,0.333045316230294
0.122662571747787,0.0401978463400155,0.0166619733581566
0.152739661978558,0.233604425378144,0.0779004318975768
0.368096404802054,0.292928372626193,0.221301994717627
0.481520951446146,0.293569066561759,0.318045223523544
0.424783517210744,0.0355633538914844,0.181705788633942
0.362997162761167,0.164579285332002,0.158853281333049
0.684406768949702,0.478173235524446,0.697062268556088
0.117460281588137,0.359070628322661,0.142728633874795
0.23254476187285,0.452497697807848,0.258831232795904
0.210501649766229,0.251427115220577,0.107526538822445
0.266733311815187,0.431511073838919,0.257348466477515
0.101359866769053,0.0110218891873956,0.0103953046326994
0.153514058561996,0.556152452924289,0.332872117069879
0.525309743150137,0.337249215156771,0.389687359372321
0.630518985190429,0.236826487979852,0.453640976094439
0.0340943826828152,0.529093280108646,0.281102125986648
0.13763370309025,0.051490485528484,0.0215943063262942
0.418936369591393,0.643266552290879,0.58929953906261
0.209732412849553,0.0444274801528081,0.0459614859924235
0.301682394323871,0.654599591810256,0.519512892643137
0.51788957354147,0.171689618239179,0.297686935394081
0.592610872420482,0.669801985030062,0.799822345261177
0.140424303268082,0.31419539868366,0.11843773350231
0.601184418075718,0.138357717054896,0.380565562405682
0.122799943434075,0.189801369700581,0.0511043860476285
0.516051433701068,0.451178892003372,0.469871474814319
0.645022951881401,0.681110806320794,0.879966538940758
0.00593865062110126,0.451542321895249,0.203925736033752
0.197364047681913,0.124647660716437,0.0544896066394683
0.259636714332737,0.364891908178106,0.200557328083359
0.441266198828816,0.556593360123224,0.504512026762094
0.242199199367315,0.516016590385698,0.324933573727449
0.539235584810376,0.503276283782907,0.544062033744121
0.44361960159149,0.63510469191242,0.600156320605362
0.335067732562311,0.639613008359447,0.521375185867071
0.343439725087956,0.602386214118451,0.480819995728451
0.456778554571792,0.104036939446814,0.219470332686156
0.0574793253093958,0.180817906628363,0.0359989881954867
