"x1","x2","y"
0.0657351901289076,0.0442229966167361,0.00627678865104747
0.0499853495508432,0.334657078469172,0.114493895339242
0.541524568665773,0.0276099216891453,0.294011166244332
0.0381816698005423,0.284810660174116,0.0825749520575737
0.262401180109009,0.19824571213685,0.108155741703247
0.620098191639408,0.105699139018543,0.395694075263726
0.30395305971615,0.271721982350573,0.166220298203335
0.682496639713645,0.697764949314296,0.952677587711999
0.187692089681514,0.545605613593943,0.332913806114237
0.642366454796865,0.384675557422452,0.560609946726567
0.352205451135524,0.622086534369737,0.511040336053727
0.0337685826001689,0.520758061576635,0.272329275867878
0.309909053845331,0.102772492193617,0.106605806806995
0.537161837355234,0.343793417653069,0.406736753532428
0.063537127757445,0.10979325750377,0.0160915259969551
0.106773312599398,0.234322455478832,0.066307553425078
0.0896694273455068,0.618726476840675,0.390863059344145
0.181814773054793,0.615110062691383,0.411417000925163
0.375373466755264,0.0285532348556444,0.141720526764586
0.306713165249676,0.316288537508808,0.194111404696935
0.527346073812805,0.413423218554817,0.449012639206005
0.695489962794818,0.306299274833873,0.577525534112094
0.475834773271345,0.513541955174878,0.490144071179028
0.454556309664622,0.336447791359387,0.319818554966529
0.397891596774571,0.227448232821189,0.210050421397299
0.641202886216342,0.252596626593731,0.474946197058701
0.292717661894858,0.54393759444356,0.381551736234239
0.559180970001034,0.0341637365054339,0.31385051810331
0.680078061646782,0.156101835821755,0.486873953080166
0.683654912700877,0.315467704739422,0.566903912393602
0.308578636101447,0.651849431241862,0.520128455668569
0.441347364406101,0.455211581639014,0.402005080126505
0.036513406666927,0.439012042805552,0.194064802594729
0.482114776480012,0.366870146873407,0.367028362367287
0.616190146794543,0.128213548497297,0.396129011024949
0.30798206271138,0.253136850288138,0.158931215925756
0.669900751137175,0.189497388759628,0.484676276720868
0.497858435334638,0.202612121775746,0.288914693524324
0.576033573388122,0.557900681439787,0.643067848021268
0.263352477410808,0.0611375130712986,0.0730923228629534
0.116350576095283,0.115624952851795,0.026906586279684
0.179567353054881,0.499725162936375,0.281969672754922
0.200330895511433,0.698877515131608,0.528562248852943
0.336332369036973,0.216619500447996,0.160043470436362
0.322369085485116,0.61833768133074,0.486263315429986
0.313675923505798,0.0253996769431978,0.099037728576034
0.0705203902209178,0.00386367298197001,0.00498805340582212
0.607059985911474,0.369747179700062,0.505234803390988
0.00976744801737368,0.111863555619493,0.0126088581166075
0.63144936284516,0.295311762834899,0.485937335106214
0.571923789777793,0.224520412529819,0.377506236956353
0.506963698845357,0.653223306685686,0.683712880344347
0.0804489680565894,0.60371423587203,0.370942915055919
0.55825253687799,0.567648772313259,0.633871023639462
0.260073871002533,0.63515868652612,0.471064975447827
0.250630971533246,0.24219774948433,0.121475633746973
0.618356904992834,0.395504459622316,0.538789039533457
0.3278474021703,0.545522011769935,0.405078184435332
0.524658124078996,0.292649203329347,0.360909703371393
0.178007731074467,0.200806778529659,0.0720101146257393
0.51799641456455,0.525755661050789,0.544739300628681
0.315195289230905,0.50286964669358,0.35222595191908
0.107106709247455,0.561347805615514,0.326583206035172
0.691276506194845,0.200665581668727,0.5181298836834
0.378340170183219,0.37489792550914,0.283689738925324
0.487231455906294,0.598022709786892,0.595025653045424
0.475459630554542,0.304764301842079,0.318943139964351
0.189344950742088,0.355256958538666,0.162059016961668
0.329406619304791,0.632532340846956,0.508605883059141
0.48508564310614,0.319667692552321,0.337495514809423
0.697941139596514,0.553622948378324,0.79362020331239
0.345484222751111,0.185459054261446,0.153754408977489
0.614416372729465,0.0602846409194171,0.381141717008816
0.684891034755856,0.604458518372849,0.834445829922446
0.443096540006809,0.298815364809707,0.285625166012364
0.446755700442009,0.599467224976979,0.55895160969903
0.30010321342852,0.495403981138952,0.335487043238447
0.507379716169089,0.15032552597113,0.280031940138322
0.361549556953833,0.487474926561117,0.368349886159279
0.0213075437350199,0.058366310945712,0.00386063767343133
0.540721872798167,0.451354272593744,0.496100823110985
0.388396926247515,0.32190991898533,0.254478168259659
0.330574519769289,0.180282732914202,0.141781376907709
0.496814531320706,0.627671783021651,0.640796545732991
0.241549744689837,0.457335754251108,0.267502271276155
0.0498919929610565,0.357063405984081,0.129983486854579
0.0669418174307793,0.187560018477961,0.039659967452389
